Mto_TC;MARCA;Nombre_territorio;FLAG_LIMA_PROVINCIA;REGION;SUELDO_ESTIMADO;EDAD;SEXO;ANTIGUEDAD_MES;SEGMENTO;FLAG_SS;FLAG_UNICEF
1000;Visa;T.LIMA CENTRO;1;LIMA SUR;995.89;71;M;176;CLASICO;;
70000;Visa;T.SUR;0;SIERRA CENTRAL;578;51;M;236;CLASICO;;
20000;Visa;T.NORTE SUR CHICO;0;SUR;3538;50;M;38;CLASICO;;
1800;Visa;T.NORTE SUR CHICO;0;SUR;1382.33;25;M;34;BAJO VALOR;1;
11800;Visa;T.NORTE SUR CHICO;1;LIMA SUR;2529.78;37;M;35;CLASICO;;
3800;Visa;T.NORTE SUR CHICO;0;SUR;1574;32;M;9;CLASICO;;
14500;Visa;T.NORTE SUR CHICO;0;SUR;3675;34;F;191;CLASICO;;
20000;Visa;T.LIMA RESIDENCIAL;1;LIMA MODERNA;3429.125;57;F;1;CLASICO;;
12000;Visa;T.LIMA RESIDENCIAL;1;LIMA ESTE;1404;53;F;186;VIP;;
700;Visa;T.LIMA RESIDENCIAL;1;LIMA ESTE;2742.8;31;M;35;BAJO VALOR;;
12000;Visa;T.LIMA RESIDENCIAL;1;LIMA CENTRO;700;43;F;94;CLASICO;;
1000;Visa;T.LIMA RESIDENCIAL;1;LIMA SUR;2590;30;M;1;CLASICO;;
36000;Visa;T.LINCE;1;LIMA MODERNA;1860;35;M;112;VIP;;1
6000;Visa;T.LINCE;1;LIMA ESTE;3021.33;32;F;96;CLASICO;;
9500;Visa;T.MIRAFLORES S.BORJA;1;LIMA CENTRO;1746.25;26;F;29;CLASICO;;
6100;Visa;T.MIRAFLORES S.BORJA;0;NORTE;525;25;M;1;BAJO VALOR;;
70000;Visa;T.MIRAFLORES S.BORJA;1;LIMA MODERNA;12880;39;M;60;VIP;;
7700;Visa;T.SURCO LA MOLINA;1;LIMA ESTE;1568.33;27;F;72;CLASICO;;
10000;Visa;T.SURCO LA MOLINA;1;LIMA MODERNA;4846;31;F;87;CLASICO;;
2000;Visa;T.NORTE SUR CHICO;0;SUR;1803;61;M;188;BAJO VALOR;;
2000;Visa;T.NORTE SUR CHICO;0;SUR;1264.875;44;F;1;CLASICO;;
5000;Visa;T.LIMA CENTRO;1;LIMA CENTRO;1624.75;35;F;40;Micro empresa;1;
6600;Visa;T.LIMA CENTRO;1;LIMA SUR;1228.125;30;M;11;CLASICO;;
17000;Visa;T.NOR ORIENTE;0;NORTE;1228.125;33;F;1;Micro empresa;;
6300;Visa;T.NOR ORIENTE;0;NORTE;2301;53;M;1;CLASICO;;
17000;Visa;T.NOR ORIENTE;0;NORTE;4448.7;31;M;27;CLASICO;;
5100;Visa;T.CENTRO;0;NORTE;1174;29;F;40;BAJO VALOR;;
1000;Visa;T.NORTE;0;NORTE;1348.67;35;F;107;CLASICO;;
1000;Visa;T.NORTE;0;ORIENTE;2003.67;31;M;44;CLASICO;;
5400;Visa;T.NORTE;0;NORTE;5246.89;49;F;89;CLASICO;;
4000;Visa;T.NORTE;0;NORTE;1149.75;48;F;219;BAJO VALOR;;
6000;Visa;T.NORTE;0;NORTE;1113;29;F;1;CLASICO;;
5000;Visa;T.NORTE;0;NORTE;1489.5;34;F;95;CLASICO;;
1100;Visa;T.NORTE;0;CENTRO;918.67;29;M;22;BAJO VALOR;;
11000;Visa;T.CALLAO SAN MIGUEL;1;LIMA CENTRO;910;55;M;99;CLASICO;;
2900;Visa;T.CALLAO SAN MIGUEL;1;LIMA NORTE;2858.5;23;M;42;CLASICO;;
700;Visa;T.CALLAO SAN MIGUEL;1;LIMA NORTE;5000;59;M;94;CLASICO;;
800;Visa;T.SURCO LA MOLINA;1;LIMA ESTE;2692.375;38;F;177;VIP;;
700;Visa;T.CENTRO;0;NORTE;1319.11;24;M;55;CLASICO;;
20000;Visa;T.SURCO LA MOLINA;1;LIMA MODERNA;2993;42;F;188;CLASICO;;
4700;Visa;T.CENTRO;0;SIERRA CENTRAL;1172;46;F;236;CLASICO;;
5700;Visa;T.NOR ORIENTE;0;NORTE;1230.67;56;M;178;CLASICO;;
12000;Visa;T.NOR ORIENTE;0;NORTE;5000;38;M;139;CLASICO;;
1000;Visa;T.CENTRO;0;CENTRO;1610.25;30;F;9;CLASICO;;
1600;Visa;T.NOR ORIENTE;0;NORTE;1825.67;25;F;6;BAJO VALOR;;
2000;Visa;T.NOR ORIENTE;0;NORTE;6496.44;48;F;229;CLASICO;;
29000;Visa;T.SURCO LA MOLINA;1;LIMA SUR;5549.11;28;F;42;CLASICO;;
1000;Visa;T.SURCO LA MOLINA;1;LIMA MODERNA;7258.56;48;F;201;CLASICO;;
7000;Visa;T.LINCE;0;NORTE;858.375;26;M;45;CLASICO;;
6100;Visa;T.LIMA RESIDENCIAL;1;LIMA CENTRO;1049.75;27;M;15;CLASICO;;
25000;Visa;T.LIMA RESIDENCIAL;1;LIMA MODERNA;6970;46;F;141;CLASICO;;
2800;Visa;T.SURCO LA MOLINA;1;LIMA SUR;2282.5;53;M;40;CLASICO;;
2000;Visa;T.SURCO LA MOLINA;1;LIMA CENTRO;1364.89;35;M;9;BAJO VALOR;;
1200;Visa;T.SURCO LA MOLINA;1;LIMA SUR;1042.71;28;M;76;BAJO VALOR;;
2000;Visa;T.SURCO LA MOLINA;1;LIMA MODERNA;695.125;22;F;46;BAJO VALOR;;
16000;Visa;T.SURCO LA MOLINA;1;LIMA MODERNA;6153;40;M;118;CLASICO;;
700;Visa;T.LINCE;1;LIMA NORTE;1388.625;30;F;57;BAJO VALOR;;
2500;Visa;T.NOR ORIENTE;0;ORIENTE;1034.625;29;F;1;CLASICO;;
5000;Visa;T.NOR ORIENTE;0;ORIENTE;1343.25;46;M;1;BAJO VALOR;;
5000;Visa;T.NOR ORIENTE;0;ORIENTE;1547.44;25;F;33;CLASICO;;
700;Visa;T.NOR ORIENTE;0;ORIENTE;2185.875;46;F;1;CLASICO;;
4700;Visa;T.NOR ORIENTE;0;ORIENTE;1034.625;26;F;1;BAJO VALOR;;
700;Visa;T.NOR ORIENTE;0;ORIENTE;789.33;36;M;12;BAJO VALOR;;
700;Visa;T.CALLAO SAN MIGUEL;1;LIMA NORTE;3102;52;M;303;VIP;;
57000;Visa;T.LIMA SUR;1;LIMA MODERNA;5653;53;M;75;VIP;;
19500;Visa;T.LIMA SUR;1;LIMA MODERNA;1820;32;F;1;CLASICO;;
2400;Visa;T.NOR ORIENTE;0;ORIENTE;2459;34;M;4;CLASICO;1;
700;Visa;T.NOR ORIENTE;0;ORIENTE;1513.75;31;F;31;CLASICO;;
5000;Visa;T.NOR ORIENTE;0;ORIENTE;1200;28;F;23;CLASICO;;
1600;Visa;T.NOR ORIENTE;0;ORIENTE;1927.33;31;M;1;CLASICO;;
53500;Visa;T.NOR ORIENTE;0;ORIENTE;5863;58;M;202;CLASICO;;
2000;Visa;T.NOR ORIENTE;0;ORIENTE;1248.89;54;F;123;CLASICO;;
700;Visa;T.NOR ORIENTE;0;ORIENTE;1264.875;27;M;1;BAJO VALOR;;
700;Visa;T.NOR ORIENTE;0;ORIENTE;1104;41;F;224;CLASICO;;
70000;Visa;T.NORTE;0;NORTE;525;38;F;65;VIP;;
800;Visa;T.SURCO LA MOLINA;1;LIMA ESTE;710;37;F;118;CLASICO;;
4000;Visa;T.SURCO LA MOLINA;1;LIMA ESTE;1857;35;F;1;CLASICO;;
700;Visa;T.CENTRO;0;NORTE;1494.22;31;M;8;BAJO VALOR;;
700;Visa;T.CENTRO;1;LIMA NORTE;2145;38;M;66;CLASICO;;
700;Visa;T.CENTRO;0;NORTE;2194;49;M;76;CLASICO;;
7000;Visa;T.LIMA SUR;1;LIMA MODERNA;3826;36;M;45;VIP;;
700;Visa;T.SURCO LA MOLINA;1;LIMA ESTE;1707.22;44;M;22;CLASICO;;
11200;Visa;T.NORTE SUR CHICO;1;LIMA MODERNA;2380.89;24;M;43;CLASICO;;
2400;Visa;T.NORTE SUR CHICO;1;LIMA PROVINCIA;1286.5;25;M;50;CLASICO;;
21000;Visa;T.NOR ORIENTE;1;LIMA MODERNA;5126.25;35;M;32;CLASICO;;
800;Visa;T.NOR ORIENTE;0;NORTE;783;47;M;36;CLASICO;1;
800;Visa;T.NOR ORIENTE;0;NORTE;1070.5;40;F;97;BAJO VALOR;;
6000;Visa;T.NOR ORIENTE;0;NORTE;483;36;M;1;CLASICO;;
3000;Visa;T.NOR ORIENTE;0;NORTE;1458.375;29;M;1;CLASICO;;
2500;Visa;T.NOR ORIENTE;0;NORTE;2338.8;32;M;5;BAJO VALOR;;
6500;Visa;T.NORTE SUR CHICO;1;LIMA PROVINCIA;1251.11;31;M;39;CLASICO;;
6700;Visa;T.NORTE SUR CHICO;0;NORTE;2344.5;27;M;21;CLASICO;;
8100;Visa;T.CENTRO;0;NORTE;3471.11;34;M;109;CLASICO;;
12500;Visa;T.NORTE;0;NORTE;1103;59;M;222;CLASICO;;
700;Visa;T.LIMA RESIDENCIAL;1;LIMA CENTRO;751;30;M;77;CLASICO;;
3000;Visa;T.NORTE;0;NORTE;788;45;M;1;CLASICO;;
700;Visa;T.NORTE;0;NORTE;1228.125;34;F;1;BAJO VALOR;;
900;Visa;T.NORTE SUR CHICO;0;NORTE;1113;26;F;1;BAJO VALOR;;
1000;Visa;T.NORTE SUR CHICO;0;NORTE;525;52;M;36;CLASICO;;
2000;Visa;T.NORTE SUR CHICO;0;NORTE;1050;29;M;123;BAJO VALOR;;
700;Visa;T.NORTE SUR CHICO;1;LIMA PROVINCIA;919.5;25;F;2;BAJO VALOR;;
2000;Visa;T.NOR ORIENTE;0;ORIENTE;3057.2;40;M;17;BAJO VALOR;;
1000;Visa;T.NOR ORIENTE;;;;;;9;BAJO VALOR;;
1100;Visa;T.NOR ORIENTE;0;ORIENTE;1321.25;26;M;7;BAJO VALOR;;
700;Visa;T.NOR ORIENTE;0;ORIENTE;1567.75;51;M;21;VIP;;
5100;Visa;T.NOR ORIENTE;0;ORIENTE;858;43;F;189;CLASICO;;
700;Visa;T.NOR ORIENTE;0;NORTE;1228.125;28;M;1;CLASICO;;
16500;Visa;T.NOR ORIENTE;0;NORTE;4196.875;38;M;1;Micro empresa;;
1400;Visa;T.NOR ORIENTE;0;NORTE;2150;53;M;107;CLASICO;;
26000;Visa;T.NORTE SUR CHICO;1;LIMA PROVINCIA;5383.56;44;M;237;CLASICO;;
4000;Visa;T.NORTE SUR CHICO;0;CENTRO;1113;30;F;1;CLASICO;;
6200;Visa;T.CENTRO;0;NORTE;2107.2;24;M;36;CLASICO;;
700;MasterCard;T.NORTE;0;NORTE;3000;30;M;76;CLASICO;;
6700;Visa;T.NORTE;0;NORTE;525;36;F;94;CLASICO;;
22500;MasterCard;T.SURCO LA MOLINA;1;LIMA MODERNA;5950;33;F;171;CLASICO;;
15000;Visa;T.SURCO LA MOLINA;1;LIMA MODERNA;5600;38;F;177;CLASICO;;
1000;Visa;T.NORTE SUR CHICO;0;NORTE;1093.5;23;F;27;BAJO VALOR;1;
1000;Visa;T.NOR ORIENTE;0;ORIENTE;1224.25;39;M;156;VIP;;
700;Visa;T.NOR ORIENTE;0;ORIENTE;291;59;F;252;CLASICO;;
6400;Visa;T.NOR ORIENTE;;;;;;10;BAJO VALOR;;
2000;Visa;T.NOR ORIENTE;0;ORIENTE;2163.4;33;M;1;BAJO VALOR;;
700;Visa;T.NOR ORIENTE;1;LIMA NORTE;525;30;M;94;CLASICO;1;
700;Visa;T.NOR ORIENTE;0;ORIENTE;1563;30;M;70;CLASICO;;
4500;Visa;T.NOR ORIENTE;0;ORIENTE;1400;40;M;256;Micro empresa;;
26000;Visa;T.SUR;0;SUR;5951.78;40;F;243;CLASICO;;
15000;Visa;T.SUR;0;SUR;10070.11;28;M;49;CLASICO;;
5800;Visa;T.SUR;0;SUR;1840.5;45;F;2;CLASICO;;
1700;Visa;T.SUR;0;SUR;1791.71;29;M;75;CLASICO;;
7400;Visa;T.SUR;0;SUR;1388;29;M;1;BAJO VALOR;;
5700;Visa;T.SUR;0;SUR;1209.5;27;F;66;CLASICO;;
5500;Visa;T.SUR;1;LIMA SUR;2626.22;33;M;31;Micro empresa;;
1800;Visa;T.SUR;1;LIMA MODERNA;2000.14;35;M;24;CLASICO;;
3400;Visa;T.SUR;0;SUR;1021;44;M;89;CLASICO;;
1500;Visa;T.NOR ORIENTE;0;ORIENTE;1681.86;29;M;13;BAJO VALOR;;
5000;Visa;T.LIMA SUR;1;LIMA SUR;1093.56;46;F;23;CLASICO;;
6400;Visa;T.LIMA SUR;1;LIMA SUR;1367.44;37;M;34;CLASICO;;
1000;Visa;T.CENTRO;0;CENTRO;1161;28;M;14;BAJO VALOR;;
6700;Visa;T.CENTRO;0;CENTRO;1688.25;29;F;6;BAJO VALOR;;
15000;Visa;T.CENTRO;0;CENTRO;3523;65;F;246;VIP;;
5100;Visa;T.CENTRO;0;CENTRO;2050.8;26;M;44;CLASICO;;
10900;Visa;T.CENTRO;0;CENTRO;3036.67;43;M;70;CLASICO;;
4000;Visa;T.CENTRO;0;CENTRO;1880.56;49;M;17;CLASICO;1;
3900;Visa;T.CENTRO;0;CENTRO;1788;30;M;113;CLASICO;;
1000;Visa;T.CENTRO;0;CENTRO;1137.71;29;F;6;BAJO VALOR;;
3500;Visa;T.CENTRO;0;CENTRO;1573.5;28;M;1;CLASICO;;
1300;Visa;T.CENTRO;0;CENTRO;1128;53;M;24;BAJO VALOR;;
6200;Visa;T.LIMA SUR;1;LIMA SUR;1252.56;21;M;32;CLASICO;;
5700;Visa;T.LIMA SUR;1;LIMA SUR;1228.125;32;M;1;Micro empresa;;
2000;Visa;T.CENTRO;0;CENTRO;578;61;M;124;CLASICO;;
2000;Visa;T.CENTRO;0;CENTRO;3763.5;29;M;68;CLASICO;;
20000;Visa;T.CENTRO;0;CENTRO;10127.05;39;M;188;VIP;;
12000;Visa;T.CENTRO;1;LIMA NORTE;2865.5;50;F;16;VIP;;
2000;Visa;T.CENTRO;1;LIMA ESTE;2061.75;27;F;4;CLASICO;;
5500;Visa;T.NOR ORIENTE;0;NORTE;753;45;F;67;CLASICO;;
4000;Visa;T.CENTRO;0;CENTRO;840.25;26;M;28;Micro empresa;;
3000;Visa;T.CENTRO;0;CENTRO;550;40;M;172;Micro empresa;;
4000;Visa;T.CENTRO;0;CENTRO;480;35;M;109;CLASICO;;
9100;Visa;T.CENTRO;0;CENTRO;3477.67;49;M;35;BAJO VALOR;;
10000;Visa;T.CENTRO;0;CENTRO;4765;31;F;99;CLASICO;;
3000;Visa;T.CENTRO;0;NORTE;1437.33;23;F;6;BAJO VALOR;;
3000;Visa;T.CENTRO;0;CENTRO;1281;34;M;121;CLASICO;;
2000;Visa;T.CENTRO;0;CENTRO;1844.5;37;M;116;CLASICO;;
15500;Visa;T.SURCO LA MOLINA;1;LIMA ESTE;2599.33;40;M;119;CLASICO;;
6000;Visa;T.NOR ORIENTE;0;ORIENTE;2030;25;M;58;BAJO VALOR;;
5200;Visa;T.NOR ORIENTE;0;ORIENTE;1278.25;29;M;20;CLASICO;;
16500;Visa;T.MIRAFLORES S.BORJA;1;LIMA MODERNA;3528.875;50;F;1;CLASICO;;
6500;Visa;T.MIRAFLORES S.BORJA;1;LIMA MODERNA;2479.75;54;F;293;CLASICO;;
100000;Visa;T.MIRAFLORES S.BORJA;1;LIMA MODERNA;10345.5;44;M;90;VIP;;
1000;Visa;T.LIMA SUR;0;CENTRO;2676.78;26;F;72;CLASICO;;
2000;Visa;T.LIMA CENTRO;1;LIMA SUR;1600;27;M;29;CLASICO;;
12000;Visa;T.LIMA SUR;1;LIMA ESTE;2800;57;M;236;;;
2000;Visa;T.LINCE;1;LIMA CENTRO;2793.11;29;M;65;CLASICO;1;
21000;Visa;T.LINCE;1;LIMA MODERNA;2520;35;F;166;CLASICO;;
9500;Visa;T.MIRAFLORES S.BORJA;1;LIMA CENTRO;2587.43;28;M;13;CLASICO;;
9100;Visa;T.MIRAFLORES S.BORJA;1;LIMA CENTRO;1921.125;56;M;42;CLASICO;;
11800;Visa;T.LINCE;0;NORTE;3526;37;F;1;CLASICO;;
3000;Visa;T.LIMA RESIDENCIAL;1;LIMA NORTE;3024;43;M;231;CLASICO;;
5500;Visa;T.LIMA RESIDENCIAL;1;LIMA ESTE;1149.75;33;F;1;BAJO VALOR;;
9900;Visa;T.MIRAFLORES S.BORJA;0;NORTE;2282.75;26;M;19;CLASICO;;
1000;Visa;T.MIRAFLORES S.BORJA;1;LIMA MODERNA;1750;35;F;104;CLASICO;;
4500;Visa;T.MIRAFLORES S.BORJA;1;LIMA MODERNA;2870;28;M;57;CLASICO;;
11200;Visa;T.MIRAFLORES S.BORJA;1;LIMA MODERNA;1890;26;F;21;CLASICO;;
7400;Visa;T.NOR ORIENTE;0;ORIENTE;1458.375;32;F;1;CLASICO;;
1000;Visa;T.NOR ORIENTE;0;ORIENTE;855;35;F;103;CLASICO;;
7600;Visa;T.NOR ORIENTE;0;ORIENTE;2619.5;33;M;28;CLASICO;;
1000;Visa;T.NOR ORIENTE;0;ORIENTE;1962.11;24;M;39;CLASICO;;
700;Visa;T.NOR ORIENTE;0;ORIENTE;1750;33;M;103;CLASICO;;
6500;Visa;DIR.RED MASIVA;0;NORTE;1113;24;F;7;BAJO VALOR;;
1500;Visa;DIR.RED MASIVA;1;LIMA NORTE;1554.13;29;M;51;CLASICO;;
9000;Visa;DIR.RED MASIVA;1;LIMA ESTE;6085.44;33;M;67;CLASICO;;
7400;Visa;DIR.RED MASIVA;1;LIMA NORTE;2185.875;30;F;1;BAJO VALOR;;
22500;Visa;DIR.RED MASIVA;0;CENTRO;3801;35;M;113;CLASICO;;
10500;Visa;T.NORTE;0;NORTE;1019;40;F;82;CLASICO;;
700;Visa;T.NORTE;0;NORTE;880;40;M;1;CLASICO;;
12500;Visa;T.NORTE;0;NORTE;884;53;F;9;CLASICO;;
30000;Visa;T.LINCE;1;LIMA CENTRO;8663;51;M;236;CLASICO;;
15000;Visa;T.LIMA SUR;1;LIMA MODERNA;2916;42;F;232;CLASICO;;
2000;Visa;T.LIMA SUR;1;LIMA NORTE;2908.17;36;M;166;CLASICO;;
10000;Visa;T.NORTE SUR CHICO;1;LIMA NORTE;2694.78;37;M;168;CLASICO;;
1600;Visa;T.LIMA SUR;1;LIMA MODERNA;1453;23;M;48;BAJO VALOR;;
12000;Visa;T.LIMA RESIDENCIAL;1;LIMA NORTE;5589.78;63;F;283;CLASICO;;
5000;Visa;T.LINCE;1;LIMA NORTE;4956.22;48;F;151;CLASICO;;
5000;Visa;T.CENTRO;0;CENTRO;3093.56;34;M;156;CLASICO;;
5000;Visa;T.CENTRO;0;CENTRO;1471;29;F;70;CLASICO;;
2000;Visa;T.CENTRO;0;CENTRO;779.125;26;M;2;BAJO VALOR;;
5000;Visa;T.CENTRO;0;CENTRO;884;48;F;186;CLASICO;;
3100;Visa;T.CENTRO;0;CENTRO;3236.25;35;M;127;BAJO VALOR;;
2000;Visa;T.CENTRO;1;LIMA ESTE;1957.25;50;M;54;Micro empresa;;
3000;Visa;T.CENTRO;0;CENTRO;2491;31;M;73;CLASICO;;
2000;Visa;T.CENTRO;1;LIMA CENTRO;1567.75;57;F;1;BAJO VALOR;;
5000;Visa;T.CENTRO;0;CENTRO;525;36;F;46;CLASICO;;
2000;Visa;T.CENTRO;0;CENTRO;2760.5;39;M;101;CLASICO;;
3000;Visa;T.CENTRO;0;CENTRO;1070.5;37;F;27;CLASICO;;
3000;Visa;T.CENTRO;0;CENTRO;335;43;M;177;CLASICO;;
3000;Visa;T.CENTRO;0;CENTRO;1380;46;F;1;CLASICO;;
9100;Visa;T.CENTRO;0;CENTRO;1889.11;35;M;106;CLASICO;;
4000;Visa;T.CENTRO;0;CENTRO;1717.33;34;M;1;CLASICO;;
2000;Visa;T.CENTRO;0;CENTRO;2435;49;M;101;CLASICO;;
3000;Visa;T.CENTRO;0;CENTRO;525;40;F;25;CLASICO;;
3000;Visa;T.CENTRO;0;CENTRO;525;42;F;46;CLASICO;;
31000;Visa;T.SURCO LA MOLINA;0;NORTE;2800;33;M;44;CLASICO;;
7000;Visa;T.LIMA RESIDENCIAL;1;LIMA MODERNA;5665.88;27;F;68;CLASICO;;
6000;Visa;T.MIRAFLORES S.BORJA;1;LIMA SUR;3402.89;39;F;177;CLASICO;;
1700;Visa;T.MIRAFLORES S.BORJA;1;LIMA MODERNA;1540;26;M;31;BAJO VALOR;;
26000;Visa;T.MIRAFLORES S.BORJA;1;CALLAO;3515;49;F;236;CLASICO;;
5800;Visa;DIR.RED MASIVA;1;CALLAO;1415.56;23;F;10;BAJO VALOR;;
17500;Visa;DIR.RED MASIVA;1;LIMA MODERNA;4611.78;43;F;196;CLASICO;;
10900;Visa;DIR.RED MASIVA;1;LIMA NORTE;2447;34;F;151;CLASICO;;
1700;Visa;DIR.RED MASIVA;0;SIERRA CENTRAL;1814;31;M;89;CLASICO;;
9100;Visa;DIR.RED MASIVA;0;NORTE;2019.22;32;F;65;CLASICO;;
6800;Visa;DIR.RED MASIVA;1;LIMA CENTRO;3031.25;51;M;180;CLASICO;;
6100;Visa;DIR.RED MASIVA;0;ORIENTE;525;62;M;236;CLASICO;;
1000;Visa;T.NOR ORIENTE;0;ORIENTE;1106;55;M;21;CLASICO;;
700;Visa;T.NOR ORIENTE;0;ORIENTE;828.5;46;M;71;BAJO VALOR;;
25000;Visa;T.NOR ORIENTE;0;ORIENTE;5549.89;41;F;137;CLASICO;;
5000;Visa;T.NOR ORIENTE;0;ORIENTE;1854;33;M;114;CLASICO;;
1400;Visa;T.NOR ORIENTE;0;ORIENTE;1566.75;26;M;13;BAJO VALOR;;
1600;Visa;T.NOR ORIENTE;0;ORIENTE;1518.29;23;M;19;CLASICO;;
700;MasterCard;T.NOR ORIENTE;0;ORIENTE;1290.88;22;M;44;CLASICO;;
10000;Visa;T.NOR ORIENTE;0;ORIENTE;268;36;M;16;CLASICO;;
1600;Visa;T.NOR ORIENTE;0;ORIENTE;1788;28;M;13;CLASICO;;
4300;Visa;T.NOR ORIENTE;0;ORIENTE;1228.125;26;F;30;CLASICO;;
2000;Visa;T.NOR ORIENTE;0;ORIENTE;2612.67;54;M;262;CLASICO;;
700;Visa;T.CALLAO SAN MIGUEL;1;LIMA NORTE;1515.5;50;F;39;CLASICO;;
700;Visa;T.CALLAO SAN MIGUEL;1;LIMA NORTE;2551;34;F;22;Micro empresa;;
700;Visa;T.NOR ORIENTE;0;ORIENTE;1522.67;23;M;17;BAJO VALOR;;
700;Visa;T.NOR ORIENTE;0;ORIENTE;525;32;M;66;CLASICO;;
4000;Visa;T.LIMA RESIDENCIAL;1;LIMA NORTE;2084.2;26;M;16;CLASICO;;
20000;Visa;T.LINCE;1;LIMA MODERNA;4617.33;51;M;216;VIP;;
13000;Visa;T.LINCE;1;LIMA MODERNA;3683.78;40;F;222;CLASICO;;
10300;Visa;T.LINCE;1;LIMA NORTE;753;57;M;194;CLASICO;;
35000;Visa;T.LINCE;1;LIMA ESTE;9961.33;35;F;161;CLASICO;;
5000;Visa;T.CENTRO;0;CENTRO;1140.67;37;M;37;CLASICO;;
15000;Visa;T.CENTRO;0;CENTRO;1771;36;M;127;VIP;;
5000;Visa;T.CENTRO;0;CENTRO;2731;26;M;81;CLASICO;;
5000;Visa;T.CENTRO;0;CENTRO;1573.5;34;M;2;CLASICO;;
10000;Visa;T.CENTRO;0;CENTRO;1093;40;M;143;CLASICO;;
6000;Visa;T.CENTRO;1;LIMA MODERNA;1853;42;M;49;Micro empresa;;
5000;Visa;T.CENTRO;0;CENTRO;4249.22;34;M;114;CLASICO;;
3000;Visa;T.CENTRO;0;CENTRO;2158.67;41;M;110;CLASICO;;
4000;Visa;T.CENTRO;0;CENTRO;4247.33;42;F;40;CLASICO;;
5000;Visa;T.CENTRO;0;CENTRO;2032;56;M;89;VIP;;
5800;Visa;DIR.RED MASIVA;0;SUR;3000;27;M;94;CLASICO;;
6200;Visa;DIR.RED MASIVA;0;NORTE;2416.125;45;M;1;CLASICO;;
22500;Visa;DIR.RED MASIVA;1;LIMA CENTRO;4950;43;M;212;CLASICO;;
5500;Visa;DIR.RED MASIVA;0;NORTE;1113.56;40;M;103;CLASICO;;
5500;Visa;DIR.RED MASIVA;1;LIMA MODERNA;1838.75;38;M;1;BAJO VALOR;;
10800;Visa;DIR.RED MASIVA;1;LIMA MODERNA;2341.375;51;M;40;BAJO VALOR;;
19500;Visa;DIR.RED MASIVA;1;LIMA CENTRO;14565;46;M;243;CLASICO;;
6300;Visa;DIR.RED MASIVA;0;NORTE;1266.57;41;M;117;CLASICO;;
15500;Visa;DIR.RED MASIVA;1;LIMA NORTE;4096;41;M;48;CLASICO;;
5900;Visa;DIR.RED MASIVA;1;LIMA MODERNA;1358.89;23;M;49;CLASICO;;
13000;Visa;DIR.RED MASIVA;1;LIMA MODERNA;840;37;F;61;CLASICO;;
71000;Visa;DIR.RED MASIVA;0;NORTE;7403;37;M;204;VIP;;
14500;Visa;DIR.RED MASIVA;0;NORTE;6433;33;F;67;CLASICO;;
100000;Visa;DIR.RED MASIVA;1;LIMA ESTE;1949;42;M;78;VIP;;
2;Visa;DIR.RED MASIVA;1;LIMA MODERNA;932;29;F;85;CLASICO;;
6600;Visa;T.CALLAO SAN MIGUEL;1;LIMA NORTE;1384;31;F;69;CLASICO;;
1900;Visa;T.NORTE;0;NORTE;3228.88;35;M;58;CLASICO;;
10100;Visa;T.SURCO LA MOLINA;1;LIMA ESTE;525;65;F;253;CLASICO;;
1000;Visa;T.SURCO LA MOLINA;1;LIMA MODERNA;1774.875;27;F;1;BAJO VALOR;;
5000;Visa;T.LIMA CENTRO;1;LIMA CENTRO;1468.75;42;F;178;CLASICO;;
14000;Visa;T.CALLAO SAN MIGUEL;1;CALLAO;2852.22;38;F;72;CLASICO;;
5400;Visa;T.LIMA RESIDENCIAL;1;LIMA MODERNA;1684.5;29;F;50;CLASICO;;
15000;Visa;T.LIMA RESIDENCIAL;1;LIMA MODERNA;2708;31;F;55;CLASICO;;
10000;Visa;T.CALLAO SAN MIGUEL;1;CALLAO;5772;43;M;172;CLASICO;;
3000;Visa;T.CALLAO SAN MIGUEL;1;LIMA NORTE;2036;61;M;1;CLASICO;;
7400;Visa;T.LIMA CENTRO;1;LIMA PROVINCIA;1749;25;M;15;BAJO VALOR;;
12000;Visa;T.LIMA RESIDENCIAL;1;LIMA SUR;7980;33;F;118;CLASICO;;
8000;Visa;T.CENTRO;0;CENTRO;1320;33;F;123;CLASICO;;
4000;Visa;T.CENTRO;0;CENTRO;2603;40;M;80;CLASICO;;
8000;Visa;T.CENTRO;0;CENTRO;578;56;F;200;CLASICO;;
5000;Visa;T.CENTRO;0;CENTRO;2109;40;M;15;CLASICO;;
2000;Visa;T.CENTRO;0;CENTRO;1660.83;26;M;7;CLASICO;1;
5600;Visa;T.CENTRO;0;CENTRO;2094.25;47;M;16;CLASICO;;
5000;Visa;T.CENTRO;0;CENTRO;1531;32;M;29;Micro empresa;;
5000;Visa;T.SURCO LA MOLINA;1;LIMA ESTE;2199.5;27;F;95;CLASICO;;
6000;Visa;T.SURCO LA MOLINA;1;LIMA ESTE;2937;30;M;55;CLASICO;;
6000;Visa;T.NOR ORIENTE;0;ORIENTE;1603;30;F;109;CLASICO;;
7900;Visa;T.NOR ORIENTE;0;ORIENTE;1429;26;M;23;BAJO VALOR;;
16500;Visa;T.LIMA RESIDENCIAL;1;LIMA NORTE;1015;31;F;58;CLASICO;;
1600;Visa;T.LIMA RESIDENCIAL;1;LIMA NORTE;1019;39;F;1;CLASICO;;
5700;Visa;DIR.RED MASIVA;0;CENTRO;1846.29;30;M;24;CLASICO;;
